,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_year
1192,Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,247160,84,0.617,0.0498,0.635,1.44e-05,0.164,-6.769,0.0317,103.019,4,2017
1193,Starboy,Starboy,The Weeknd,2016-11-25,230453,88,0.679,0.141,0.587,6.35e-06,0.137,-7.015,0.276,186.003,4,2017
1194,Believer,Evolve,Imagine Dragons,2017-06-23,204346,87,0.776,0.0622,0.78,0.0,0.081,-4.374,0.128,124.949,4,2017
1195,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,85,0.866,0.38,0.813,0.0,0.0779,-4.063,0.0554,121.998,4,2017
1196,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,85,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3,2017
1197,One Dance,Views,Drake,2016-05-06,173986,85,0.792,0.00776,0.625,0.0018,0.329,-5.609,0.0536,103.967,4,2017
1198,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,84,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4,2017
1199,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,180386,84,0.558,0.371,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,4,2017
1200,Thunder,Evolve,Imagine Dragons,2017-06-23,187146,84,0.605,0.00671,0.822,0.134,0.147,-4.833,0.0438,167.997,4,2017
1201,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,84,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4,2017
1202,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,83,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4,2017
1203,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,83,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,4,2017
1204,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,83,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,2017
1205,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,85,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,95.977,4,2017
1206,Redbone,"""Awaken, My Love!""",Childish Gambino,2016-12-02,326933,83,0.743,0.169,0.344,0.00879,0.103,-11.174,0.118,160.15,4,2017
1207,No Lie,Mad Love The Prequel,Sean Paul,2018-06-29,221176,82,0.742,0.0466,0.882,0.0,0.206,-2.862,0.117,102.04,4,2017
1208,Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,82,0.444,0.106,0.819,0.0,0.107,-4.078,0.341,82.695,4,2017
1209,Passionfruit,More Life,Drake,2017-03-18,298940,82,0.809,0.256,0.463,0.085,0.109,-11.377,0.0396,111.98,4,2017
1210,HUMBLE.,DAMN.,Kendrick Lamar,2017-04-14,177000,82,0.908,0.000282,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,4,2017
1211,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,82,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4,2017
1212,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,81,0.509,0.0717,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3,2017
1213,Attention,Voicenotes,Charlie Puth,2018-05-11,208786,81,0.775,0.109,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,4,2017
1214,Unforgettable,Jungle Rules,French Montana,2017-07-14,233901,81,0.726,0.0293,0.769,0.0101,0.104,-5.043,0.123,97.985,4,2017
1215,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,81,0.63,0.215,0.804,0.0,0.253,-4.183,0.0363,123.146,4,2017
1216,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,81,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,4,2017
1217,Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,208733,81,0.555,0.125,0.662,0.0,0.111,-4.952,0.0827,148.128,4,2017
1218,Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,80,0.672,0.0362,0.655,0.0,0.117,-5.021,0.0311,134.945,4,2017
1219,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,80,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4,2017
1220,More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-07-28,203000,80,0.646,0.0275,0.741,0.0,0.312,-4.973,0.034,123.077,4,2017
1221,Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,80,0.765,0.184,0.523,3.56e-05,0.132,-4.333,0.03,104.988,4,2017
1222,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,80,0.799,0.199,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4,2017
1223,I Feel It Coming,Starboy,The Weeknd,2016-11-25,269186,80,0.773,0.428,0.819,0.0,0.0679,-5.946,0.118,92.987,4,2017
1224,Mask Off,FUTURE,Future,2017-06-30,204600,80,0.833,0.0102,0.434,0.0219,0.165,-8.795,0.431,150.062,4,2017
1225,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,79,0.893,0.0642,0.745,0.0,0.0943,-3.105,0.0571,101.018,4,2017
1226,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,Taylor Swift,2017-11-09,247160,79,0.731,0.0586,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,4,2017
1227,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,79,0.522,0.536,0.385,0.0,0.135,-7.355,0.0288,89.792,4,2017
1228,Wolves,Wolves,Selena Gomez,2017-10-25,197993,79,0.724,0.124,0.804,0.0,0.204,-4.614,0.0448,124.987,4,2017
1229,DNA.,DAMN.,Kendrick Lamar,2017-04-14,185946,79,0.638,0.00454,0.523,0.0,0.0842,-6.664,0.357,139.913,4,2017
1230,Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,79,0.766,0.204,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4,2017
1231,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,79,0.818,0.034,0.803,0.0,0.153,-4.282,0.0797,106.97,4,2017
1232,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,79,0.836,0.0403,0.544,0.0,0.0824,-5.975,0.0943,97.028,4,2017
1233,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,78,0.556,0.0689,0.538,0.0,0.196,-5.408,0.0382,143.95,4,2017
1234,Drowning (feat. Kodak Black),The Bigger Artist,A Boogie Wit da Hoodie,2017-09-29,209269,78,0.839,0.501,0.81,0.0,0.117,-5.274,0.0568,129.014,4,2017
1235,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,78,0.624,0.0735,0.876,0.0,0.327,-3.374,0.1,99.943,4,2017
1236,BUTTERFLY EFFECT,ASTROWORLD,Travis Scott,2018-08-03,190557,78,0.763,0.0531,0.628,0.0,0.114,-5.85,0.05,140.958,4,2017
1237,Bank Account,Issa Album,21 Savage,2017-07-06,220306,78,0.884,0.015,0.347,7e-06,0.0871,-8.227,0.35,75.016,4,2017
1238,Location,American Teen,Khalid,2017-04-27,219080,77,0.736,0.33,0.449,0.000162,0.0898,-11.462,0.425,80.126,4,2017
1239,Magnolia,Playboi Carti,Playboi Carti,2017-04-14,181812,77,0.791,0.0114,0.582,0.0,0.35,-7.323,0.286,162.991,4,2017
1240,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,78,0.461,0.0232,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4,2017
1241,1-800-273-8255,Everybody,Logic,2017-05-05,250173,77,0.62,0.569,0.574,0.0,0.19,-7.788,0.0479,100.023,4,2017
1242,Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,76,0.801,0.0417,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4,2017
1243,Love Galore (feat. Travis Scott),Ctrl,SZA,2017-06-09,275080,76,0.795,0.112,0.594,0.0,0.162,-6.2,0.0748,135.002,4,2017
1244,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2016-06-17,177184,76,0.886,0.0312,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,2017
1245,Human,Human (Deluxe),Rag'n'Bone Man,2017-02-10,200186,76,0.602,0.393,0.707,0.0,0.165,-4.097,0.302,75.087,4,2017
1246,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,76,0.664,0.0337,0.708,0.0,0.0841,-4.154,0.0474,103.07,4,2017
1247,Sorry Not Sorry,Tell Me You Love Me,Demi Lovato,2017-09-29,203760,75,0.706,0.0242,0.643,0.0,0.262,-6.929,0.234,143.931,4,2017
1248,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,208120,75,0.681,0.2,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,4,2017
1249,Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),Clean Bandit,2018-11-30,212733,75,0.715,0.239,0.605,1.41e-05,0.189,-5.128,0.0428,122.956,4,2017
1250,Slow Hands,Flicker (Deluxe),Niall Horan,2017-10-20,188174,75,0.735,0.011,0.425,0.0,0.055,-6.648,0.0464,85.896,4,2017
1251,Criminal,Criminal,Natti Natasha,2017-09-01,232549,74,0.814,0.03,0.813,9.33e-05,0.255,-3.023,0.0561,79.997,4,2017
1252,Losin Control,There's Really A Wolf,Russ,2017-05-05,237506,74,0.759,0.515,0.245,0.000154,0.102,-6.545,0.138,96.992,4,2017
1253,Fake Love,More Life,Drake,2017-03-18,210937,74,0.928,0.105,0.481,0.0,0.176,-9.35,0.287,134.007,4,2017
1254,Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,291893,75,0.794,0.142,0.632,0.0,0.128,-6.163,0.0649,145.926,4,2017
1255,Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,74,0.731,0.0323,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4,2017
1256,...Ready For It?,reputation,Taylor Swift,2017-11-10,208186,74,0.613,0.0527,0.764,0.0,0.197,-6.509,0.136,160.015,4,2017
1257,Plain Jane,Still Striving,A$AP Ferg,2017-08-18,173600,74,0.797,0.0651,0.844,0.0,0.087,-5.482,0.275,170.142,4,2017
1258,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017-01-27,343150,73,0.926,0.0611,0.666,0.0,0.123,-5.314,0.244,127.079,4,2017
1259,Pesadão,Dona de mim,IZA,2018-04-27,199200,58,0.741,0.19,0.786,0.0,0.393,-3.933,0.227,75.014,4,2018
1260,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,84,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4,2018
1261,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,85,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3,2018
1262,God's Plan,Scorpion,Drake,2018-06-29,198973,83,0.754,0.0332,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4,2018
1263,Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,80,0.765,0.184,0.523,3.56e-05,0.132,-4.333,0.03,104.988,4,2018
1264,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,84,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4,2018
1265,The Middle,The Middle,Zedd,2018-01-23,184732,79,0.753,0.171,0.657,0.0,0.112,-3.061,0.0449,107.01,4,2018
1266,FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,78,0.626,0.205,0.88,0.0,0.128,-2.384,0.0504,95.079,4,2018
1267,I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,79,0.816,0.099,0.726,0.0,0.372,-3.998,0.129,136.048,4,2018
1268,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,90,0.791,0.037,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4,2018
1269,no tears left to cry,Sweetener,Ariana Grande,2018-08-17,205920,77,0.699,0.04,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,4,2018
1270,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,228373,88,0.461,0.17,0.593,0.0,0.307,-4.954,0.0356,134.17,3,2018
1271,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,87,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,2018
1272,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,83,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4,2018
1273,SAD!,?,XXXTENTACION,2018-03-16,166605,82,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4,2018
1274,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,82,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4,2018
1275,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,2018-02-09,232186,82,0.698,0.0605,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4,2018
1276,Happier,Happier,Marshmello,2018-08-17,214289,82,0.687,0.191,0.792,0.0,0.167,-2.749,0.0452,100.015,4,2018
1277,Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,81,0.704,0.217,0.611,0.0,0.0812,-6.112,0.0409,100.0,4,2018
1278,Moonlight,?,XXXTENTACION,2018-03-16,135090,81,0.921,0.556,0.537,0.00404,0.102,-5.723,0.0804,128.009,4,2018
1279,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,83,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4,2018
1280,Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,142273,81,0.963,0.0355,0.346,0.0,0.108,-9.309,0.53,119.957,4,2018
1281,Ric Flair Drip (with Metro Boomin),Without Warning,21 Savage,2017-10-30,172800,81,0.88,0.149,0.428,5.05e-05,0.114,-8.28,0.206,100.007,4,2018
1282,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,81,0.697,0.0372,0.683,0.0,0.137,-2.881,0.117,96.133,4,2018
1283,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,2018-02-16,201526,81,0.792,0.165,0.895,0.0,0.0501,-3.112,0.0589,94.968,4,2018
1284,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,81,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,4,2018
1285,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,80,0.68,0.331,0.578,0.0,0.135,-5.804,0.04,145.038,4,2018
1286,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,80,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4,2018
1287,Silence,Silence,Marshmello,2017-08-11,180822,80,0.52,0.256,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4,2018
1288,Wolves,Wolves,Selena Gomez,2017-10-25,197993,79,0.724,0.124,0.804,0.0,0.204,-4.614,0.0448,124.987,4,2018
1289,Self Care,Swimming,Mac Miller,2018-08-03,345133,79,0.52,0.367,0.538,0.00187,0.119,-8.109,0.206,141.894,4,2018
1290,God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,79,0.602,0.0233,0.658,6e-05,0.237,-5.934,0.0558,145.031,4,2018
1291,In My Mind,In My Mind,Dynoro,2018-06-08,184560,79,0.694,0.176,0.77,1.1e-05,0.118,-5.335,0.149,125.905,4,2018
1292,Shotgun,Staying at Tamara's,George Ezra,2018-03-23,201287,78,0.673,0.286,0.735,0.0,0.242,-4.733,0.0457,115.744,4,2018
1293,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Isolation,Kali Uchis,2018-04-06,207454,78,0.702,0.301,0.659,0.00201,0.218,-6.766,0.13,79.64,4,2018
1294,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,78,0.556,0.0689,0.538,0.0,0.196,-5.408,0.0382,143.95,4,2018
1295,Nonstop,Scorpion,Drake,2018-06-29,238614,78,0.912,0.0165,0.412,0.0126,0.104,-8.074,0.123,154.983,4,2018
1296,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,79,0.836,0.0403,0.544,0.0,0.0824,-5.975,0.0943,97.028,4,2018
1297,Te Boté - Remix,Te Boté (Remix),Nio Garcia,2018-04-13,417920,77,0.903,0.542,0.675,1.28e-05,0.0595,-3.445,0.214,96.507,4,2018
1298,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-11-30,217466,77,0.601,0.00987,0.794,1.36e-06,0.388,-5.844,0.0671,114.066,4,2018
1299,Delicate,reputation,Taylor Swift,2017-11-10,232253,77,0.75,0.216,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,2018
1300,Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,76,0.801,0.0417,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4,2018
1301,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,212500,76,0.842,0.157,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4,2018
1302,Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,2018-04-27,221440,78,0.75,0.546,0.56,0.0,0.111,-8.094,0.105,140.06,4,2018
1303,Stir Fry,Culture II,Migos,2018-01-26,190288,76,0.817,0.00263,0.816,0.0,0.159,-5.402,0.269,181.982,4,2018
1304,Nice For What,Scorpion,Drake,2018-06-29,210746,77,0.585,0.0891,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,4,2018
1305,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,76,0.664,0.0337,0.708,0.0,0.0841,-4.154,0.0474,103.07,4,2018
1306,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2018-07-12,173799,75,0.56,0.555,0.68,0.0,0.116,-7.648,0.321,89.391,4,2018
1307,Nevermind,Nevermind,Dennis Lloyd,2017-06-30,156600,75,0.6,0.159,0.688,1.29e-05,0.409,-8.339,0.201,99.977,4,2018
1308,X,Intimo,Nicky Jam,2019-11-01,172854,74,0.594,0.0338,0.749,0.00106,0.3,-5.298,0.056,179.968,4,2018
1309,Body,Body,Loud Luxury,2017-10-27,163216,74,0.752,0.0476,0.764,9.44e-05,0.0543,-4.399,0.038,121.958,4,2018
1310,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2017-12-20,217288,74,0.704,0.0185,0.859,0.0,0.0215,-4.877,0.0996,105.115,4,2018
1311,Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-02-09,181263,74,0.922,0.00104,0.581,5.86e-05,0.105,-7.495,0.27,140.022,4,2018
1312,Walk It Talk It,Culture II,Migos,2018-01-26,276147,74,0.907,0.0876,0.633,2.6e-06,0.106,-5.145,0.184,145.914,4,2018
1313,Never Be the Same,Camila,Camila Cabello,2018-01-12,226973,73,0.637,0.181,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,2018
1314,In My Feelings,Scorpion,Drake,2018-06-29,217925,76,0.835,0.0589,0.626,6e-05,0.396,-5.833,0.125,91.03,4,2018
1315,Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,232959,73,0.884,0.0236,0.559,0.0,0.101,-7.442,0.12,97.994,4,2018
1316,Love Lies (with Normani),Love Lies (with Normani),Khalid,2018-02-14,201707,73,0.708,0.0956,0.648,0.0,0.134,-5.626,0.0449,143.955,4,2018
1317,Déjala Que Vuelva (feat. Manuel Turizo),Ubuntu,Piso 21,2018-05-11,220116,73,0.681,0.0482,0.788,0.0,0.0753,-4.323,0.0785,170.019,4,2018
1318,Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,181279,73,0.675,0.0604,0.751,0.0,0.0893,-3.539,0.0296,118.384,4,2018
1319,Vaina Loca,Aura,Ozuna,2018-08-24,176133,72,0.754,0.315,0.805,0.0,0.203,-4.249,0.0752,93.982,4,2018
1320,Jackie Chan,Jackie Chan,Tiësto,2018-05-18,215759,72,0.747,0.374,0.834,0.0,0.0586,-2.867,0.045,128.005,4,2018
1321,Trip,Ella Mai,Ella Mai,2018-10-12,213993,72,0.477,0.225,0.61,0.0,0.107,-5.628,0.144,79.882,4,2018
1322,Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-06,223712,72,0.926,0.0659,0.703,0.0,0.231,-6.337,0.103,125.022,4,2018
1323,Me Niego (feat. Ozuna & Wisin),Ahora,Reik,2019-05-31,221653,72,0.777,0.0505,0.782,0.0,0.64,-4.435,0.0907,94.023,4,2018
1324,MotorSport,Culture II,Migos,2018-01-26,303076,72,0.904,0.0305,0.518,0.0,0.325,-5.32,0.183,137.996,4,2018
1325,Tequila,Dan + Shay,Dan + Shay,2018-06-22,196746,71,0.489,0.0312,0.581,0.0,0.132,-5.731,0.0281,86.016,4,2018
1326,Back To You,13 Reasons Why (Season 2),Selena Gomez,2018-05-18,210240,71,0.6,0.0984,0.683,1.26e-06,0.11,-6.271,0.0493,102.036,4,2018
1327,Rise,Blue,Jonas Blue,2018-11-09,194407,71,0.687,0.327,0.785,0.0,0.203,-4.65,0.0333,106.046,4,2018
1328,You Make It Easy,Rearview Town,Jason Aldean,2018-04-13,196800,71,0.375,0.143,0.574,0.0,0.11,-5.305,0.0315,132.025,3,2018
1329,Cem Mil - Ao Vivo,O Embaixador (Ao Vivo),Gusttavo Lima,2018-10-26,203739,57,0.9,0.309,0.819,0.0,0.701,-1.874,0.051,129.932,4,2019
1330,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,83,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4,2019
1331,Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,86,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,2019
1332,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,86,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,2019
1333,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,79,0.755,0.533,0.522,0.0,0.0685,-4.368,0.0575,89.96,4,2019
1334,Lover,Lover,Taylor Swift,2019-08-23,221306,84,0.359,0.492,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,4,2019
1335,Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,84,0.652,0.74,0.557,0.0,0.124,-5.714,0.0318,150.073,4,2019
1336,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,83,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4,2019
1337,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,87,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,2019
1338,Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,157066,78,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4,2019
1339,"Dois copos (feat. Ferrugem, MC Kevin O Chris e L7NNON)",Rio,Papatinho,2019-02-22,180924,54,0.796,0.157,0.561,0.0,0.0894,-6.654,0.337,129.915,4,2019
1340,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,84,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4,2019
1341,7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,83,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4,2019
1342,Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,82,0.548,0.212,0.805,0.000389,0.408,-5.732,0.351,142.094,4,2019
1343,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,82,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4,2019
1344,Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,202192,81,0.641,0.404,0.559,0.00402,0.0937,-11.132,0.0355,144.982,4,2019
1345,Robbery,Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,240050,81,0.623,0.328,0.692,0.0,0.153,-5.122,0.0504,79.899,4,2019
1346,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,80,0.68,0.331,0.578,0.0,0.135,-5.804,0.04,145.038,4,2019
1347,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,82,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4,2019
1348,"thank u, next","thank u, next",Ariana Grande,2019-02-08,207320,82,0.717,0.229,0.653,0.0,0.101,-5.634,0.0658,106.966,4,2019
1349,EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,190066,80,0.554,0.23,0.498,5.98e-06,0.795,-8.866,0.0685,79.635,4,2019
1350,Callaita,Callaita,Bad Bunny,2019-05-31,250533,80,0.61,0.6,0.624,2.12e-06,0.243,-4.773,0.309,176.169,4,2019
1351,Sweet but Psycho,Heaven & Hell,Ava Max,2020-09-18,187436,80,0.72,0.0684,0.706,0.0,0.166,-4.719,0.0473,133.002,4,2019
1352,Lose You To Love Me,Rare,Selena Gomez,2020-01-10,206458,80,0.488,0.556,0.343,0.0,0.21,-8.985,0.0436,102.819,4,2019
1353,Wow.,Hollywood's Bleeding,Post Malone,2019-09-06,149546,80,0.829,0.136,0.539,1.78e-06,0.103,-7.359,0.208,99.96,4,2019
1354,MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-23,213593,79,0.837,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4,2019
1355,Con Calma,Con Calma,Daddy Yankee,2019-01-24,193226,79,0.737,0.11,0.86,1.94e-06,0.0574,-2.652,0.0593,93.989,4,2019
1356,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,79,0.794,0.0125,0.793,0.0,0.0952,-4.521,0.0842,123.941,4,2019
1357,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,79,0.645,0.0933,0.862,0.0,0.193,-4.761,0.0845,119.947,4,2019
1358,Location (feat. Burna Boy),PSYCHODRAMA,Dave,2019-03-08,241293,79,0.812,0.271,0.496,0.0,0.0955,-5.969,0.297,109.979,4,2019
1359,Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,180522,79,0.889,0.259,0.496,0.0,0.252,-6.365,0.0905,86.003,4,2019
1360,Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,190799,78,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,116.967,4,2019
1361,MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,2018-10-11,210367,78,0.817,0.0141,0.539,0.000496,0.099,-6.349,0.0621,97.062,4,2019
